Response	Submitted_on	Course	Q01_My_Professor	Q02_Gender	Q03_Hand	Q04_Hand_Span	Q05_Left_Hand_Span	Q06_Height	Q07_Age	Q08_Birthday	Q09_Sleeping	Q10_On_campus	Q11_Watching_TV	Q12_Games	Q13_Facebook	Q14_Tattoos	Q15_Twitter	Q16_Political_Orientation	Q17_STAT	Q18_Data	Q19_Famous	Q20_Career	Q21_Death_Penalty	Q22_gays_and_lesbians	Q23_Gays_and_Lesbians_Military	Q24_Greatest_influence	Q25_Greatest_influence_2	Q26_Greatest_influence_3	Q27_Stat_course	Q28_Enrolled_Course
16984	05:46 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	20	20	67	18	6	8	1	1	1	50	0	0	Moderate	1	broad	One of the most important things, but not the most important.	Very important	favor	oppose	oppose	Education	Friends and family	I don't know	Regular Lecures	STAT 10
16985	05:56 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24	25	72	20	8	6	0	1	3	99	0	2	Liberal	1	information	Important	Somewhat important	strongly oppose	strongly favor	strongly favor	Education	Friends and family	Education	Regular Lecures	STAT 10
16986	06:07 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	23	23	64	19	2	7	1	3	0	50	0	0	Very Liberal	1	a set of numbers	Not important	Very important	strongly oppose	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16987	06:09 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	24	24	63	18	11	5	0	1	0	90	0	0	Liberal	0	a set of information	Not important	Somewhat important	oppose	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
16988	06:10 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	19	19	73	19	10	6	1	1	4	99	0	0	Liberal	1	information you collect	Somewhat important	Very important	favor	oppose	favor	Something else	Something else	Something else	Regular Lecures	STAT 10
16989	06:38 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Left	20	19.5	62	19	3 months	7	1	1	0	50	1	none	Liberal	1	gathered information	Not important	Very important	oppose	favor	strongly favor	Education	Friends and family	No opinion	Regular Lecures	STAT 10
16990	07:03 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	11	11	175	19	5	6	1	0	4	de	0	0	Moderate	0	information	Somewhat important	Somewhat important	no opinion	strongly favor	favor	Something else	Education	Education	Regular Lecures	STAT 10
16991	07:07 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	31	30	62	22	5	7	0	2	0	79	2	0	Moderate	1	collected information	Somewhat important	Important	favor	strongly favor	strongly favor	Education	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16992	07:14 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Left	17.7	17.8	71	19	9	10	0	6	0	0	0	0	Moderate	1	Whatever wikipedia says:)	Not important	Somewhat important	no opinion	oppose	no opinion	No opinion	Religious Beliefs	No opinion	Regular Lecures	STAT 10
16993	07:23 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	14	14	67	18	10	9	1	0	0	90	0	0	Moderate	0	a set of numbers or data	Not important	One of the most important things, but not the most important.	favor	favor	no opinion	Something else	Friends and family	No opinion	Regular Lecures	STAT 10
16994	07:38 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19.6	19.7	68	19	7	7	1	0	0	99	0	0	Moderate	1	facts or statistics	Not important	Very important	oppose	no opinion	no opinion	Religious Beliefs	No opinion	No opinion	Regular Lecures	STAT 10
16995	07:44 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	14	14	63	19	9	3	0	0	0	90	0	0	Moderate	0	information	Not important	Very important	no opinion	strongly favor	strongly favor	I don't know	Friends and family	Media	Regular Lecures	STAT 10
16996	07:49 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	22	22	68	22	6	8	0	1	0	38	0	0	Conservative	0	Numerical information	Not important	Very important	favor	favor	favor	Something else	Education	Education	Regular Lecures	STAT 10
16997	07:50 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	22.5	22.6	73	22	5	9	0	0.5	0	20	0	0	Moderate	1	Information	Not important	Not important	strongly oppose	no opinion	no opinion	I don't know	No opinion	No opinion	Regular Lecures	STAT 10
16998	07:54 PM on 09/23/2011	Introduction to Statistical Reasoning		Female	Right	18.5	18	62	23	6	4	0	1	0	5	0	0	Moderate	1	record of measurements	Important	Not important	no opinion	no opinion	no opinion	No opinion	Personal Experience	Personal Experience	Regular Lecures	STAT 10
16999	08:06 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	17	18	66	19	9	8	1	1	0	99	0	0	Liberal	1	information collected	Not important	Somewhat important	no opinion	strongly favor	strongly favor	No opinion	Education	Education	Regular Lecures	STAT 10
17000	08:09 PM on 09/23/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	20	20	70	21	7	8	0	6	3	2k	0	0	Moderate	1	information	Very important	Important	oppose	strongly oppose	oppose	I don't know	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17001	08:10 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	23	23	69	19	4	8	1	0	0	57	0	0	Moderate	0	Recorded information	Not important	Very important	oppose	strongly favor	strongly favor	Friends and family	Education	Education	Regular Lecures	STAT 10
17002	08:15 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	16.5	20.3	66	19	3	7	1	0	0	99	0	0	Moderate	1	facts and stats collected	Very important	One of the most important things, but not the most important.	favor	strongly oppose	no opinion	Education	Education	No opinion	Regular Lecures	STAT 10
17003	08:15 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17.5	17.5	64	21	2	6	0	0	0	0	0	0	Conservative	1	collected information	Not important	Somewhat important	strongly favor	oppose	no opinion	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17004	08:44 PM on 09/23/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	17.5	17.5	64	21	6	7	0	0	0	52	0	0	Liberal	0	information	Not important	Not important	strongly oppose	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
17005	08:48 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	25	25	64	19	9	6	0	2	0	99	1	0	Moderate	1	Collection of information	Somewhat important	Important	oppose	strongly favor	strongly favor	Religious Beliefs	Personal Experience	Friends and family	Regular Lecures	STAT 10
17006	09:25 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	27.5	27.5	68	20	5	6	1	2	2	0	0	0	Very Conservative	1	variety of variables	Not important	Very important	no opinion	oppose	no opinion	I don't know	Religious Beliefs	No opinion	Regular Lecures	STAT 10
17007	10:06 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19	19	64	19	3	8	1	1	0	99	0	0	Moderate	1	Info collected	Not important	Important	no opinion	strongly favor	strongly favor	No opinion	Education	Education	Regular Lecures	STAT 10
17008	10:17 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17	18	59	19	9	7	0	4	0	99	0	0	Liberal	1	information obtained	Important	One of the most important things, but not the most important.	favor	strongly favor	strongly favor	Personal Experience	Education	Education	Regular Lecures	STAT 10
17009	10:25 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	10	10	72	19	10	8	1	4	0	18	0	0	Moderate	1	information from a sample	Not important	One of the most important things, but not the most important.	no opinion	no opinion	no opinion	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
17010	10:30 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Both	12.4	12.5	65	20	1	6	0	0	2	20	0	0	Moderate	1	quantative information	Somewhat important	Important	oppose	favor	strongly favor	Education	Friends and family	Something else	Regular Lecures	STAT 10
17011	10:31 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	52	56	62	19	2	6	1	2	0	99	0	0	Liberal	0	information	Not important	Important	strongly favor	no opinion	favor	Religious Beliefs	Religious Beliefs	Education	Regular Lecures	STAT 10
17012	10:32 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	21	21	62	20	8	11	1	2	0	10	0	0	Moderate	1	a set can be analyzed	Important	One of the most important things, but not the most important.	no opinion	no opinion	no opinion	Education	Personal Experience	I don't know	Regular Lecures	STAT 10
17013	10:42 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18	17.5	64	19	4	7	1	0	0	50	0	0	Moderate	1	information	Not important	Very important	oppose	no opinion	favor	Religious Beliefs	Religious Beliefs	Education	Regular Lecures	STAT 10
17014	10:42 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	23	23	6	18	7	6	1	0	0	50	0	0	Moderate	1	statistics	Somewhat important	Somewhat important	favor	no opinion	no opinion	Something else	I don't know	I don't know	Regular Lecures	STAT 10
17015	10:43 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	21	21	79	20	9	7	1	0	0	99	0	0	Moderate	1	collected information	Not important	Important	favor	favor	favor	Something else	Something else	Something else	Regular Lecures	STAT 10
17016	11:02 PM on 09/23/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	16	17	5.3	27	1	6	0	1	3	20	0	0	Moderate	1	number	Important	Very important	oppose	oppose	oppose	Friends and family	Personal Experience	Something else	Regular Lecures	STAT 10
17017	11:42 PM on 09/23/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24.1	24	71	20	1	6	0	3	1	30	0	0	Moderate	1	Distinct information	Somewhat important	One of the most important things, but not the most important.	no opinion	favor	favor	No opinion	Education	Education	Regular Lecures	STAT 10
17018	12:01 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	16	15	74	20	1	8.5	0	6	0.5	87	0	0	Moderate	0	informative results	Important	Very important	favor	no opinion	favor	Personal Experience	Personal Experience	Something else	Regular Lecures	STAT 10
17019	12:21 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	23	21.5	68	19	5	6	0	0	0	70	0	0	Liberal	1	factual information	Not important	Somewhat important	favor	strongly favor	strongly favor	I don't know	I don't know	I don't know	Regular Lecures	STAT 10
17020	12:21 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	18	19	72	19	9	6	1	0	0	30	0	0	Liberal	1	collected information	Not important	Very important	favor	favor	favor	No opinion	Education	I don't know	Regular Lecures	STAT 10
17021	12:22 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17.7	17.8	76	20	4	7	0	2	0	36	0	0	Liberal	0	acquired information	Don't know for sure	One of the most important things, but not the most important.	favor	strongly favor	strongly favor	Something else	Friends and family	Friends and family	Regular Lecures	STAT 10
17022	01:20 AM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Both	20.5	21	65	18	4	7	0	0	0	99	0	0	Moderate	1	collection of information	Not important	Somewhat important	oppose	favor	favor	Something else	Something else	Something else	Regular Lecures	STAT 10
17023	02:08 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Both	24	24	70	19	5	8	1	2	1	60	0	0	Moderate	0	A set of outcomes	Not important	Important	favor	favor	oppose	Education	Education	Education	Regular Lecures	STAT 10
17024	02:15 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	20	20.5	64	19	2	5	1	0	0	na	0	0	Conservative	1	set of results	Not important	Somewhat important	strongly oppose	no opinion	favor	Religious Beliefs	Religious Beliefs	Education	Regular Lecures	STAT 10
17025	03:03 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19	19	65	21	7	6	0	0	0	40	0	0	Moderate	1	collected information	Not important	Very important	no opinion	strongly favor	favor	No opinion	Friends and family	Friends and family	Regular Lecures	STAT 10
17026	08:16 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	10.1	10.1	62	22	9	6	0	3	3	60	1	0	Moderate	1	information	Don't know for sure	Somewhat important	oppose	favor	favor	I don't know	Friends and family	Friends and family	Regular Lecures	STAT 10
17027	09:49 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	23	23	72	20	7	7	0	0	0	80	0	0	Moderate	0	collectable information	Not important	Somewhat important	oppose	strongly favor	favor	Friends and family	Friends and family	Personal Experience	Regular Lecures	STAT 10
17028	10:15 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24	24	67	19	6	8	1	0	2	50	None	None	Moderate	1	Gathered Information	Not important	Important	oppose	oppose	no opinion	Something else	Religious Beliefs	Something else	Regular Lecures	STAT 10
17029	10:19 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	15	16	65	19	8	8	0	0	2	99	0	0	Liberal	1	results from experiments	Not important	Important	oppose	favor	oppose	Religious Beliefs	Education	Media	Regular Lecures	STAT 10
17030	10:25 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	15	16	65	19	8	8	0	0	2	99	none	none	Liberal	1	results from experiments	Not important	Important	oppose	favor	oppose	Religious Beliefs	Education	Media	Regular Lecures	STAT 10
17031	10:28 AM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	10	10	62	18	11	7	1	0	0	99	0	0	Moderate	1	information	Not important	Not important	oppose	strongly favor	strongly favor	Something else	Friends and family	Friends and family	Regular Lecures	STAT 10
17033	10:46 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	21.5	20.5	68	19	11	7	1	2	1	99	0	0	Liberal	1	A piece of numerical info	Not important	Somewhat important	no opinion	favor	favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
17034	10:52 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	19.4	19.2	65	20	1	8	1	0	0	64	0	0	Conservative	0	results used in statistic	Important	Very important	favor	favor	oppose	Media	Personal Experience	Personal Experience	Regular Lecures	STAT 10
17035	10:57 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	17.8	17.8	70	20	6	5	1	0	1	99	0	0	Moderate	1	Information	Not important	One of the most important things, but not the most important.	favor	favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
17036	11:02 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	18	18	63	22	4 months ago.	9	0	3	0	99	0	0	Very Liberal	1	information	Not important	Somewhat important	oppose	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
17037	11:05 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	21	20	66	19	2 months ago	8	0	1	0	50	0	0	Moderate	1	any kind of recorded info	Not important	Somewhat important	oppose	favor	favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17038	11:10 AM on 09/24/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	18.5	19	68.5	19	5	8	1	0	0	99	0	0	Liberal	0	set of information	Somewhat important	Very important	favor	favor	favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17039	11:18 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	17.8	17.8	66	20	7	12	0	1	0	99	10	0	Moderate	1	collection of information	Not important	Very important	oppose	strongly favor	favor	Something else	Something else	No opinion	Regular Lecures	STAT 10
17040	11:30 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	7	7	70	20	1	9	1	0	0	0	0	0	Conservative	1	information	Not important	Somewhat important	strongly oppose	strongly oppose	no opinion	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17041	11:48 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Male	Right	24	23	75	20	3	8	0	5	1	99	0	0	Liberal	0	statistical evidence	Not important	Important	no opinion	favor	favor	Education	Education	Education	Regular Lecures	STAT 10
17042	11:50 AM on 09/24/2011	Introduction to Statistical Reasoning	Laura Mustavich	Female	Right	18	17	62	18	0.5	7	1	0	3	11	0	0	Moderate	1	information	Not important	Very important	no opinion	favor	favor	No opinion	Friends and family	Friends and family	Regular Lecures	STAT 10
17043	11:56 AM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	21	21.5	62	20	0.5	9	0	0	0	99	0	0	Moderate	1	collection of information	Not important	Important	oppose	favor	strongly favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17044	12:04 PM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19.5	18.5	84	21	1	8	0	2	1	99	0	0	Conservative	1	Collection of information	Not important	One of the most important things, but not the most important.	strongly favor	strongly favor	strongly favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
17045	01:26 PM on 09/24/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	17.8	17.8	60	21	9	8	0	3	0	30	0	0	Very Liberal	1	Collected information	Not important	Very important	oppose	strongly favor	strongly favor	I don't know	Education	Education	Regular Lecures	STAT 10
17046	02:49 PM on 09/24/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	10.2	10.4	68	18	10	10	1	1	3	50	0	0	Liberal	1	results of an experiment	Somewhat important	Very important	favor	strongly favor	strongly oppose	I don't know	Personal Experience	Education	Regular Lecures	STAT 10
17047	03:44 PM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	18	18	65	18	8	7	1	0	0	99	0	0	Conservative	1	values	Not important	Very important	favor	oppose	oppose	Education	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17048	05:14 PM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	20.3	20.6	69	19	11	6	0	3	1	60	0	0	Liberal	1	statistics used for reaso	Not important	Important	oppose	strongly favor	favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17049	07:00 PM on 09/24/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	19	19.5	61	19	8	8	1	0	0	20	0	0	Liberal	1	statistics collected	Not important	Important	no opinion	favor	favor	I don't know	Something else	Something else	Regular Lecures	STAT 10
17050	07:35 PM on 09/24/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Both	18.5	17.5	70	19	10	9.5	1	0.5	0	56	0	0	Very Liberal	1	Info for keeping track	Very important	Important	strongly oppose	strongly favor	strongly favor	Something else	Personal Experience	Something else	Regular Lecures	STAT 10
17051	09:12 PM on 09/24/2011	Introduction to Statistical Reasoning		Male	Right	19	18.9	72.5	20	7	8	1	0	1.5	35	0	0	Moderate	1	number with contex	Not important	Important	favor	favor	no opinion	Education	Media	No opinion	Regular Lecures	STAT 10
17052	09:36 PM on 09/24/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	19.2	19.3	64	19	4	8.5	1	1	0	99	0	0	Liberal	1	an amount of information	Somewhat important	Very important	favor	strongly favor	strongly favor	Media	Education	Education	Regular Lecures	STAT 10
17053	09:51 PM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19	20	53	18	5	11	1	0	0	87	1	0	Liberal	1	collection of information	Not important	Somewhat important	no opinion	no opinion	favor	I don't know	Something else	Something else	Regular Lecures	STAT 10
17054	10:12 PM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Left	16.5	15.9	65	19	5	7	1	1	0	59	0	0	Moderate	1	information	Not important	One of the most important things, but not the most important.	oppose	strongly favor	strongly favor	Something else	Personal Experience	Something else	Regular Lecures	STAT 10
17055	10:57 PM on 09/24/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20	20.5	64	19	2	5	1	0	0	na	0	0	Conservative	1	set of results	Not important	Somewhat important	strongly oppose	no opinion	favor	Religious Beliefs	Something else	Something else	Regular Lecures	STAT 10
17056	01:11 AM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	14	14	64	21	7	7	0	0	1	99	0	0	Liberal	0	information	Not important	Somewhat important	favor	strongly favor	strongly favor	No opinion	Friends and family	Friends and family	Regular Lecures	STAT 10
17058	10:42 AM on 09/25/2011	Introduction to Statistical Reasoning		Male	Right	21	21	69	24	5	8.5	0	0	0	99	0	0	Moderate	1	Information in context	Somewhat important	Very important	strongly favor	favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
17059	12:13 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20	20	63	19	5	7	1	1	0	99	0	none	Moderate	1	a group of info & numbers	Somewhat important	Very important	favor	favor	favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17060	12:23 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	17.5	17.5	70	18	10	9	0	5	2	na	0	0	Conservative	0	Information	Not important	Important	favor	favor	no opinion	Personal Experience	Personal Experience	No opinion	Regular Lecures	STAT 10
17061	12:52 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	18	18	153	19	3	10	1	3	0	99	0	0	Moderate	1	information	Not important	Somewhat important	favor	favor	favor	I don't know	I don't know	I don't know	Regular Lecures	STAT 10
17063	01:28 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	24.1	23.5	70	19	1	12	1	12	3	85	0	0	Moderate	1	results	Important	One of the most important things, but not the most important.	favor	no opinion	favor	Something else	Something else	Friends and family	Regular Lecures	STAT 10
17064	01:52 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	19.5	20	67	19	4	9	1	2	2	10	0	0	Moderate	1	a collection of informati	Not important	Somewhat important	oppose	strongly favor	strongly favor	Friends and family	Friends and family	Friends and family	Regular Lecures	STAT 10
17065	02:09 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	16	17	62	20	7	7	0	0	0	34	0	0	Conservative	1	information	Not important	Important	strongly oppose	strongly oppose	favor	Religious Beliefs	Religious Beliefs	Something else	Regular Lecures	STAT 10
17066	02:48 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	21	21	69	20	1	11	0	1	0	15	0	0	Moderate	1	Collection of Information	Important	Very important	favor	favor	favor	Something else	Education	Education	Regular Lecures	STAT 10
17067	03:36 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	23.5	23.5	74.4	20	10	7	0	0	4	85	0	0	Moderate	1	collectable information	Somewhat important	Very important	favor	strongly favor	strongly favor	Something else	Friends and family	Something else	Regular Lecures	STAT 10
17069	03:57 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	20	20.5	74	21	7	6	0	0	1	50	0	0	Very Conservative	1	organized information	Not important	Important	strongly favor	strongly oppose	strongly oppose	Religious Beliefs	Religious Beliefs	Something else	Regular Lecures	STAT 10
17070	04:04 PM on 09/25/2011	Introduction to Statistical Reasoning		Male	Right	25	25	73	19	8	7	1	0	0	20	0	0	Liberal	0	collection of information	Not important	Important	oppose	strongly favor	strongly favor	Something else	Friends and family	Friends and family	Regular Lecures	STAT 10
17071	04:29 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	13	13	62	19	1	7	1	0	0	90	0	0	Moderate	1	statistics	Not important	Important	favor	favor	favor	Friends and family	Friends and family	Media	Regular Lecures	STAT 10
17072	04:56 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	17.5	17.6	63	18	7	6	1	0	0	50	0	0	Conservative	1	organized info in context	Not important	Not important	favor	no opinion	favor	Friends and family	Friends and family	Friends and family	Regular Lecures	STAT 10
17073	05:12 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20.1	19.9	61	19	4	8	1	1	0	99	0	0	Moderate	1	set of results collected	Not important	Very important	oppose	favor	favor	Religious Beliefs	Friends and family	Education	Regular Lecures	STAT 10
17074	05:36 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	18	18	58	19	4	6	0	0	0	80	0	0	Moderate	0	stats	Not important	Not important	oppose	oppose	favor	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17075	06:31 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	18	18	72	21	0	8	0	5	0	99	0	0	Moderate	0	collection of information	Somewhat important	One of the most important things, but not the most important.	favor	favor	no opinion	I don't know	Personal Experience	Something else	Regular Lecures	STAT 10
17076	07:23 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Left	20	19	66	19	231	8	0	0	0	99	0	0	Moderate	1	a set of information	Important	Very important	oppose	no opinion	favor	Education	Education	Education	Regular Lecures	STAT 10
17077	07:23 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	20	21	68	20	8	7	0	1.5	0.5	82	0	0	Moderate	1	Facts and statistics	Somewhat important	Important	favor	favor	favor	I don't know	Something else	Education	Regular Lecures	STAT 10
17078	07:41 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	7	7	78	19	5	12	1	3	0	1	0	5	Liberal	1	information	Important	Very important	no opinion	strongly favor	favor	No opinion	Education	Education	Regular Lecures	STAT 10
17082	08:22 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19	17.8	59	19	3	6.5	0	0	0	99	0	0	Moderate	1	fact	Somewhat important	Very important	strongly oppose	favor	favor	Religious Beliefs	Something else	I don't know	Regular Lecures	STAT 10
17084	08:23 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	9	9	67	19	2	9	1	0	1	NA	0	0	Liberal	1	a set of information	Not important	Very important	favor	favor	favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
17091	09:48 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	15	15	61	19	3	6	1	1	1	50	none	none	Liberal	1	information	Somewhat important	Important	oppose	favor	favor	Education	Education	Something else	Regular Lecures	STAT 10
17093	09:50 PM on 09/25/2011	Introduction to Statistical Reasoning		Female	Right	19.5	19.5	63	19	4	8	0	0	0	99	0	0	Very Liberal	1	information with context	Not important	Somewhat important	strongly oppose	strongly favor	strongly favor	Personal Experience	Personal Experience	Personal Experience	Regular Lecures	STAT 10
17095	10:15 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	21	21	73	18	10	8	1	3	0	99	0	0	Moderate	0	information	Don't know for sure	One of the most important things, but not the most important.	favor	strongly favor	favor	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
17096	10:43 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	19	20	67	26	4	4	0	2	0	99	0	0	Conservative	1	a collection of info	Not important	Somewhat important	favor	strongly oppose	no opinion	Personal Experience	Religious Beliefs	No opinion	Regular Lecures	STAT 10
17097	10:49 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20	18	66	19	8	8	0	0	1	30	0	0	Moderate	1	info	Somewhat important	One of the most important things, but not the most important.	oppose	no opinion	favor	Religious Beliefs	Something else	Something else	Regular Lecures	STAT 10
17099	11:12 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	21	21	65.5	20	4	5	0	0	0	1	0	200	Liberal	1	Information	Not important	Important	no opinion	no opinion	no opinion	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
